rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/episodes,time/fps,train/actor_loss,train/n_updates,train/ent_coef,train/learning_rate,train/ent_coef_loss,train/critic_loss
52.63,261.71230359,21660,550,512,39,-130.66301926322606,20636,0.03165294400051884,0.00045975,0.6392230521077695,5.879142429517663
52.31,267.42844141,21848,555,516,39,-129.66124595479764,20825,0.03114926347390134,0.000455025,-2.7676129379171006,5.853726326151097
52.27,271.46817894,22052,561,520,39,-129.68110950176532,21022,0.030458920133801606,0.00045009999999999994,-0.2493869513273239,5.808942125393794
52.56,272.24178718999997,22305,567,524,39,-130.29243856576772,21260,0.0304873232371532,0.00044415000000000004,0.569470723775717,5.474742056773259
53.08,276.09652922,22585,575,528,39,-131.67246328081404,21550,0.030392908291625127,0.00043689999999999994,-1.170534189258303,5.780551365443638
54.13,278.84805822000004,22900,583,532,39,-128.7293173548687,21846,0.03032213032066104,0.0004295,-1.3068548799997353,5.63709427362465
55.39,285.66066764000004,23226,592,536,39,-130.14335256080105,22198,0.030249816582423365,0.0004207,0.8719155927226968,5.121544818355613
55.33,288.62538742,23417,598,540,39,-128.88266462438247,22393,0.03004051454584388,0.000415825,1.2375912280643688,5.900007465306451
55.25,288.21631686999996,23598,603,544,39,-128.55786116579745,22576,0.030217839444571352,0.00041125,-1.6573963919852643,5.781839543200554
55.4,288.86322209,23782,608,548,39,-127.12606938680013,22756,0.029373718425631523,0.00040674999999999994,-0.26240270194553195,5.639998027256557
55.82,289.09171249,23983,613,552,39,-126.70035586637609,22961,0.02990501412354848,0.000401625,-0.3657796374138664,5.73322316828896
55.91,289.92263605999995,24157,618,556,39,-127.14090976715087,23135,0.02980239144526422,0.00039727500000000005,0.9118882894515992,5.385437142848969
56.13,289.70214717000005,24387,625,560,39,-123.90221117688463,23359,0.029646929087383405,0.000391675,-0.8518559565017749,5.408377170562744
56.24,288.23611406,24625,631,564,38,-122.87201888472946,23594,0.029825912271108892,0.00038580000000000005,1.1964015673708033,5.577327613477354
55.54,283.87334787,24819,637,568,38,-125.0854167175293,23799,0.029669790416955947,0.00038067499999999997,0.5201614546775818,6.777918825149536
55.34,284.14620204,25051,642,572,38,-124.96015280865609,24018,0.03047760694901994,0.0003752,-5.51796500987195,9.02537014129314
55.42,284.32055057,25282,649,576,38,-124.01835869098532,24243,0.029888133422054094,0.00036957499999999997,0.14640151837776447,8.20900636705859
56.21,287.2862343599999,25555,656,580,38,-123.27627583553917,24506,0.02987033545382713,0.000363,0.45524348553858307,6.43443995400479
57.03,289.45556028999994,25849,663,584,38,-121.66666917067307,24791,0.030023595776695472,0.00035587500000000007,0.07959113350281348,6.646289869455191
57.5,285.6507231399999,26077,671,588,38,-123.68040425068624,25064,0.030134658455043227,0.00034905,2.024719969646351,8.255757744247848
57.06,282.6281336,26264,676,592,38,-124.00846137070074,25246,0.03058551015650354,0.0003445,-2.4964313129099405,6.634297801227104
56.86,281.44035994,26429,680,596,38,-123.15445880889892,25416,0.029717630334198476,0.00034025000000000006,0.8497409388422966,7.898473262786865
56.26,277.98505582000007,26641,685,600,38,-124.1283677842882,25594,0.029990040179755952,0.0003358,-2.3368631018532646,7.132954555087619
56.06,276.47556569000005,26831,691,604,38,-125.39186242286195,25809,0.030092403807855668,0.00033042499999999997,1.298431634902954,6.848994833357791
55.81,277.66793243,27029,696,608,38,-127.04124699806681,25993,0.0300057589323545,0.000325825,-1.4413041533256064,5.881404730738426
55.91,277.99429670000006,27251,702,612,38,-126.60544495355515,26212,0.03052610420577583,0.00032035,-0.9159349373408726,7.427393288839431
56.44,276.81876059000007,27492,709,616,38,-128.60454609083092,26463,0.03032025998539251,0.000314075,-0.2351895130198935,7.411415369614311
56.5,273.48687580000006,27702,715,620,38,-126.86194273141714,26675,0.03014259785413742,0.000308775,0.4221107822198134,8.811253391779386
56.4,274.41844568,27945,721,624,38,-126.42904429533044,26917,0.030449050193538472,0.00030272500000000005,-0.8446671099078898,7.675575898618114
56.94,281.1212568099999,28279,729,628,38,-125.44410931622541,27215,0.030558945243189365,0.00029527499999999995,1.6105316995102683,9.783886762312902
57.53,276.36427128,28653,739,632,38,-125.61565405423524,27600,0.03144471964142362,0.00028565,0.973898853068469,15.333496637031681
57.44,271.09150415000005,28970,748,636,38,-127.6306664726951,27925,0.032293387815694914,0.00027752500000000004,2.172557530078021,9.727224349975586
